,AccesGovernor,AccessFormat,AccessMassMail,AccessMtg,AccessMtgOpen,AccessNews,AccessNewsFreq,AccessNewsName,AccessOfficial,AccessPublic,AttendChautauqua,AttendConference,AttendCultTour,AttendDiscuss,AttendExhibit,AttendFestival,AttendFilm,AttendLibrary,AttendLiteracy,AttendMuseum,AttendPreservation,AttendPublication,AttendRadio,AttendResearch,AttendSpkrBureau,AttendStudent,AttendTV,AttendTeacher,AttendTech,Award1,Award2,Award3,ByLawsAppr,ChairTerm,ChairTermMax,ChairTermRenew,Comments1,Comments2,Comments3,Comments4,CongDistrict,CouncilMtgDates,CouncilMtgNumber,CouncilMtgOther,GrtApplicFunded,GrtApplicReceived,GrtScholars,GrtScholarsEffort,MembApptRenew,MembCurrent,MembGovAppt,MembGovApptCoext,MembGovApptMax,MembGovApptNumber,MembGovApptRenew,MembGovApptTerm,MembMaxServ,MembNominProc,MembRegTerm,MembTotal,PlanYear,ProjChautauqua,ProjConference,ProjCultTour,ProjDiscuss,ProjExhibit,ProjFestival,ProjFilm,ProjLibrary,ProjLiteracy,ProjMuseum,ProjPreservation,ProjPublication,ProjRadio,ProjResearch,ProjSpkrBureau,ProjStudent,ProjTV,ProjTeacher,ProjTech,ReachAudience,SpecialGroups,State
476,Y,"Biennial report to the governor and the people of Mississippi; letters of invitation to each Council-funded mini grant and regular grant event; invitations to Council events sent to the governor, other state officials and members of Congress. All statewid","Miscellaneous program announcements, postcard updates and brochures regarding special initiatives, major events or general information.","The MHC takes advantage of every opportunity to solicit input from the general public about its programs. Staff and Council members often speak to groups, requesting audience comments and suggestions.",Y,Y,monthly,Focus on the Humanities,Y,MHC web site.,135811,12531,1978053,5091,394320,189010,130987,986607,22020,4243764,51500,47000,643020,0,4489,18015,3002000,26410,233200,{},{},{},2003,2,8,Y,There is no limit to the maximum years of continuous service for governor's appointees.,Council members' handbook asks every Council member to make at least one presentation each year to another group about MHC.,"The Mississippi Humanities Council funds a number of Speakers Bureau programs and Humanities Teacher Awards each year. Previously we funded these as regrants, but now we consider them Council projects. Statistics related to scholar involvement and total a",Statistics related to scholar involvement and total attendance for regrants and Council-conducted projects are based on final Project Director reports (if available) or project proposal estimates. Final numbers for all grant programs during 2005 are not a,District 1 = 109; District 2 = 196; District 3 = 57; District 4 = 90,"May 24-26, October 12-13, February 1-2",3,"Committees often meet between Council meetings, often via teleconference.",129,140,859,"Efforts to involve scholars include Humanities Teacher Awards, Council-funded projects, Speakers Bureau and staff visits to campuses.",Y,22,5,N,0,22,Y,4,8,"At public meetings, during speeches to organizations, at proposal writing workshops and at every possible Council program the staff and board solicit nominations. Most Council publications (newsletters, grant guidelines, printed programs) and press releases include a written message asking for nominations. The process for election is outlined in the by-laws.",4,22,2006,5,66,22,125,16,38,12,6,12,9,1,3,6,0,46,5,2,3,4,"Proposal writing workshops around the state, visits to college and university campuses, presentations at state professional conferences, collaboration with museums and historical organizations, statewide oral history project, web site, cultural tourism initiatives, collaborations with ongoing programs, partnerships with corporate sponsors.","Rural, urban and ethnically diverse. Though we encourage proposals from these targeted groups, we have at present no reliable way to assess audiences in these categories and have been reluctant to include demographic questions on evaluation forms for fear",MS
477,Y,"Formats: Communications with officials occur in several ways: personal meetings, annual letter, MCH newsletter/magazine, e-newsletter, and the MCH website.","Annual or biennial catalogs for the Speakers Bureau, and other programs; grants guidelines mailings; annual report/solicitation letter; book festival publications, general information sheet; website (www.humanities-mt.org); monthly e-newsletter","Comments are solicited through the magazine, e-newseletter, website, listserv, mailings, program evaluations, and meetings. MCH meetings are open to the public; agenda is posted on website prior to meetings; agenda encourages public comment; and public le",Y,Y,e-newsletter monthly; magazine twice/year,Rendezvous: The Humanities in Montana; e-newsletter has no name,Y,"In addition to the above, we also provide media releases concerning sponsored programs, new members and officers, planning issues, and other matters; attend, make presentations, and solicit comments at professional meetings throughout the state (teachers' associations, librarians' association, museums' association, Native American education associations, state historical society, and others)",2810,22065,7518,33098,448,12499,2428,3032,535,5291,289,125000,4680000,0,15260,6855,60500,3155,1679822,"The Montana Center for the Book, a program of MCH, was awarded the annual Daniel M. Boorstin Award by the Center for the Book in the Library of Congress, in 2005, for ""excellence and innovation in reading and literary promotion.""",{},{},2005,1,0,Y,"For B.2.b. and C.1.b., there is no theoretical limit on maximum years of service, since successive governors might reappoint a member, who might be successively reelected chair. We enter ""0"" to indicate no limit. In our 34 years, only one chair has served","In 2004, preparatory to our self-study and visit, we conducted a statewide print- and e- public questionnaire concerning our programs and services","New programs such as Key Ingredients: America By Food, One Book Montana, and the book festival continued to attract many new first-time MCH scholars participating in 2005.","MCH has extraordinary reach on radio through several programs, most notably the 26-episode series from the annual Montana Festival of the Book, aired on both Montana Public Radio and Yellowstone Public Radio; its reach on the web (user-sessions, not ""hits",Montana is a single congressional district.,"June 2-3 2006, Butte; October 28-30 2006 in Billings; January/February 2007 TBA in Helena; May 2007 TBA",4,"In 2005, four; in 2005 the Committee amended its bylaws to meet three times per year",37,45,567,"Statewide solicitation for speakers through mailings, press releases and emails; meetings with humanities scholars on campuses, in academic meetings, professional meetings with library and museum associations; engaging writers and scholars for Montana Festival of the Book; and involving scholars in projects as evaluators.",N,18,4,Y,0,19,Y,4,4,"MCH elects members annually, except in gubernatorial appointment years. Requests for applications go to media, magazine, e-newsletter, websites. The Nominations Subcommittee offers its recommendations and the full Committee then elects new members by simple majority vote.",4,19,2006,38,222,63,322,12,28,119,110,2,49,9,17,78,2,175,22,5,8,2,Each year MCH Speakers Bureau presents in new rural communities; new programs such as Key Ingredients and One Book Montana opened up new and different audiences; grants for local book festivals expanded MCH's reach throughout the state.,"MCH does not target specific audiences with specific programs; all are open to the public in widely accessible venues. However, we know the general demographics of our audiences...very largely rural, mature, perhaps 5% Native American....",MT
478,Y,"Newsletter of 12-16 pages; Annual Report listing all NCHC grants and projects, audited financial statements and list of donors; and NC Crossroads.  Governor invited to annual Caldwell Award for the Humanities.",NC Crossroads; Humanities Forum Catalog; Linda Flowers Prize Brochures; Teachers' Institute Brochures; and Grant Guidelines,NCHC programs are free and open to the public.  Our evaluation materials require assessment not only of the project but of the work the Council is doing.  All evaluation forms are available on our website and public programs and proposal workshops are als,Y,Y,Twice a year,North Carolina Humanities,Y,NCHC website; discussions with project directors; NCHC staff and board members visitation to programs,0,1919,489,16612,1613,12000,2515,2980,0,1843,0,127000,5200000,0,5820,1852,0,5080,0,Alfred I Dupont Columbia Broadcast News Award Sponsor - WUNC-FM Radio Title - Understanding Poverty 2006,{},{},2006,2,2,N,{},{},{},Please note that figures for six grants awarded are not included in the report as they are still incomplete,1st - 60; 2nd - 124; 3rd - 108; 4th - 174; 5th - 139; 6th - 53; 7th - 126; 8th - 103; 9th - 101; 10th - 14; 11th - 33; 12th - 49; 13th - 78,"June 2, 2006; September 9, 2006; November 10, 2006; February 17, 2007, June 8, 2007",4,"Annual John T. Caldwell Award for the Humanities; Council Executive, Membership, Program and Evaluation, Finance and Investment, Development, and Public Relations",69,84,342,"Through newsletters, workshops, advisory board members, membership on the Council, evaluators of Council programs, consultants to non-profit groups and consultants to the Council on various programs and events",Y,22,5,N,6,23,Y,3,6,"Advertised in either the Council's Newsletter or brochure sent to 14,000 people on the mailing list; former NCHC members (academic and public); Native-American and African-American groups; Latinos; Project Directors; individuals connected with state government; Libraries; Museums and other educational and cultural organizations.  It is also posted on the Council's website and current Council Members are urged to send in nominations.",3,23,2006,0,17,21,246,6,47,7,139,0,13,0,7,20,0,128,87,0,3,0,Staff working with project directors and and non-profit and cultural organizations on recruiting proposals from non-traditional audiences; proposal writing workshops in rural areas; staff working with grant personnel on publicity for their projects; online calendar of events for funded projects.,"African-Americans - 67/5,202,375; Seniors - 139/2,980; K-12 Teachers & Students - 90/6,852; Disabled Community - 8/3,090; Latinos - 20/5,200,000; Asians - 26/5,201,613",NC
479,Y,"The Governor's office and appropriate federal, state, and local officials receive copies of the NDHC newsletter.",state-wide press releases; program brochures,"Written evaluations of our programs are solicited at each NDHC-sponsored program.  Annually, the NDHC staff travel to the major universities in North Dakota to solicit comments and encourage participation in NDHC programs.",Y,Y,every 6 months,Humanities North Dakota,Y,council web-site,1576,2485,20,586,1,101245,1040,6,0,1056,0,98755,1097200,5,1830,1665,192000,0,0,{},{},{},2005,1,1,N,{},{},"While 78% of the regrant applications were approved for funding by the NDHC, many of the successful regrant applicants received grants which were much less than the amount requested in their application.  The successful regrant applicants received, on ave",{},One congressional district - 562 events,"July 11-12, 2006; October 26-27, 2006; March, 2007",3,"The NDHC Fellowship Committee meets with the fellowship recipients once a year.  The NDHC Audit Committee meets with the independent auditor at the conclusion of the annual audit.  The remaining committees (Executive, Programs, and Resource Development) m",21,27,90,The NDHC Senior Humanities Consultant holds meetings on several college campuses during the year to explain the NDHC programs and to encourage participation by humanities scholars.,Y,15,3,Y,12,15,Y,4,6,The NDHC isssues a state-wide news release in February of each year announcing that the council is accepting nominations for new council members (to be selected at the March meeting).  Each newsletter also has information on the nomination process.,3,15,2006,13,63,1,15,1,6,4,1,0,18,0,6,365,5,31,23,10,0,0,{},"Programs for or about Native Americans - 24 events; 1,366 people",ND
480,Y,"The Governor, all State Legislators, the Secretary of State, the State Treasurer, the three U.S. Congressmen and two U.S. Senators receive the Council's annual report, magazine, and newsletters. Additionally, they receive invitations to special events suc",The Council issues an annual report and distributes an average of one or two press releases a week to all state papers.,"In developing the Council's strategic plan for 2004-8, the Council held focus groups in 2003 to help determine the direction that the Council should be taking in the next five years.  For the January 2005, board meeting, the Council convened a panel of sc",Y,Y,three newsletter a year to all and one magazine to paying members.,Nebraska Humanities Council Newsletter; Nebraska Humanities is the magazine.,Y,"The Council's website has a calendar of events that is updated weekly; special program announcements, such as our RFP for The New Nebraskans: Immigrants and Refugees; grant guidelines with deadlines; a brochure that is used as both a donation opportunity and an overview of the Council's program; and book marks with information about the Council plus our web address and contact information that are part of the grant and speaker bureau award packet to be distributed at all Council programs.",3149,0,2555,2655,150,755,200,9013,1121,8431,0,33000,34650,0,34865,18344,2000,0,0,"Charles Trimble, current NE Humanities Council Board member recieved the Heritage Award given by the NE Arts Council.","Gary Moulton, NE Humanities Council Scholar, received the Sower award given by the NE Humanities Council in November 2005.","Gary Moulton, NE Humanities Council Scholar, received the Sower award given by the NE Humanities Council in November 2005.",2005,1,2,Y,"At this initial meeting, it also reviews the current make-up of the board and determines the areas of demographic and professional makeup as well as other board needs to focus the search for new members. At the second meeting, the Committee reviews all of","The Council works with editors and reporters to get stories on the Council's programs in the state's major newspapers as well as on television and radio. The Council's weekly ""Humanities Desk"" on Nebraska Public Radio refers listeners to the Council's web",The Council is also making an attempt to recruit scholars who are bilingual in Spanish to expand its Prime Time Family Reading Time program for Spanish-speaking families.,{},"District 1: 179 programs, 134436 attendees District 2: 92 programs, 29269 attendees District 3: 121 programs, 23060 attendees","September 15, 2006; January 13, 2007;  April 13, 2006.",3,The Executive Committee generally meets six times a year; Membership Committee meets twice a year; Finance Committee meets three times a year; Audit Committee meets twice a year; Program Committee meets three to four times a year; Major Gifts Committee me,54,66,515,"The Nebraska Humanities Council has contacted all humanities deans and chairs of departments in the humanities to recruit scholars with expertise on immigration history, and the culture and history of Nebraska's newest immigrants and refugee populations. The Nebraska Humanities Council continues to recruit African American, Asian, Hispanic, and Native American scholars for its Humanities Resource Center.",Y,21,5,Y,8,23,Y,4,6,The Council advertises the call for nominations in all state newspapers and announces it in the Council newsletter. The Membership Committee meets to review the participation level of those board members who are eligible for re-election and invites those who are contributing board members to stand for re-election.,3,23,2006,2,1,12,48,4,1,2,24,3,7,0,8,156,0,400,0,6,0,0,"Organizations representing underserved groups and geographic areas have priority in ithe grant review. NHC program emphasis on immigrants reaches organizations  serving Hispanics, Asians, and Africans. NHC reaches Spanish-speaking families with its statewide expansion of Prime Time. NHC used its Governor's Lecture with Juan Williams to reach Omaha’s African Americans with special programs at the Jazz and Culture Museum and UNO's minority students. NHC's work in rural Nebraska was advanced with the Great Plains Chautauqua, a tour of MOMS ""Key Ingredients,"" as well as the NEH-funded Lewis and Clark lecture series in small towns on Missouri River that the NHC did in collaboration with the state councils in MO, KS, and IA.","Seniors: 15 programs, 745 attendeees Youth: 165 programs, 19654 attendees Rural: 168 programs, 15293 attendees",NE
481,Y,"Visits to Governor and federal legislators at least annually.  All receive newsletters, monthly calendar of events, annual report, event brochures and personal invitations to special events.  State legislators included on Board of Directors.","Monthly calendar of events (11k circ); Bi-Annual Report (5k circ); Humanities To Go Catelog and supplements; Annual Dinner invitations; Brochures, postcards, posters, etc for Council-conducted events and some regrant programs and special events. Email not","Advisory committees convened to assist in program & audience development; program attendance by Directors, and staff includes solictation of ideas from audience.  All program participants are asked to complete an evaluation & comments are solitited there.",Y,Y,Monthly,Calendar,Y,Website; feature articles and press releases on programs and events in newspapers and magazines throughout the state.  Monthly radio program on humanities events.,3856,13797,7054,185934,3759,560,2091,5193,258,2638,0,388425,173000,0,16370,1286,0,798,19781,{},{},{},2005,1,2,Y,"Criteria for Board selection: equal # of academic & public members; geographic, racial & ethnic diversity; gender balance; representation from a wide range of colleges & universities; diversity in humanities disciplines in academic members; demonstration","Our Calendar now incorporates a newsletter, including monthly features on programming, Board members and Council activities, increasingly using organizational listserves for mass communication with targeted groups.",The first Humanities Fair was held this year in which 35 programs were auditioned for Humanities To Go.  A total of 30 new scholars and 70 new programs have been added to the catalog in 2005.,{},Congressional District 1 - 506 events Congressional District 2 - 413 events,"June 2, 2006; Sept. 1 & 2, 2006; Dec. 1, 2006 and Feb 23, 2007",4,"Annual Dinner, quarterly Investment, Finance, Nominations Committee meetings.  Monthly committee meetings-Education, Program, Resource Development and Executive.",243,256,228,"Request proposals every 2 years for Humanities To Go Catelog and hold Humanities Fair to preview new programs and scholars.  Recommmendations of new scholars from current Directors, Advisory Committees and current scholars.",Y,21,5,N,6,20,Y,3,6,"Nominations solicited annually, names solicited from current & former directors, college administrators, Govenor, staff & Board of Advisors. Nominations committee meets a minimun of 4 times annually to recommend and review nominations.  Exec Dir & current Board members (up to 2) meet with nominee to review board responsibilities.  Full Board votes annually at June meeting and throughout the year as needed to fill vacancies. Annual call for nominations is our Calendar of events (circ 11k).",3,20,2006,34,602,403,737,79,20,68,278,20,36,0,21,11,0,427,50,0,20,18,Contact and collaboration with other agencies ie: Dept of Ed for teachers; Assoc of Health Care Workers & NH Medical Assoc for Literature & Medicine; Adult Literacy Coordinators for Connections programs.,"Adult new readers, 20 events with 258 participants; Health Care providers, 7 events with 81 participants; Teachers,  20 events with 798 participants and Students, 50 events with 1,286 participants.",NH
482,Y,"All appropriate government officials are kept informed regularly through the NJCH newsletter (annual report included), invitations to events and activities, personal correspondence, advocacy efforts and reports, and directly by state legislators and guber","Postcards announcing availability online of the grant application and guidelines and Humanities Festival Week application and guidelines, Teacher Institute brochure and application, Teacher Awards notice and request for nominations, Book Awards notice and",Sponsors of public programs funded by grants or our speakers bureau are required as part of administration to distribute and submit audience survey forms for the purpose of evaluation.,N,Y,2 times in 2005; 3 times in 2006,IDEAS,Y,"We use a brochure that describes NJCH activities. Our website includes descriptive materials and applications for all of our public programs; it also provides an opportunity for the public to communicate with us. Our awards luncheon honoring New Jersey's leaders is open to the public. We advertise teacher programs in the New Jersey Education Association Review. We participate in statewide conferences: History Issues Convention, New Jersey Education Association Convention.",8487,2212,20,14065,75608,190,0,9034,820,19113,0,53966,0,0,16708,500,0,4168,0,N/A,N/A,N/A,2004,1,2,Y,"The total number per By-Laws is ""at least"" 25. Currently the Membership COmmittee is recruiting a replacement for a member who recently resigned.",N/A,N/A,N/A,CD1=37; CD2=29; CD3=42; CD4=24; CD5=61; CD6=76; CD7=53; CD8=21; CD9=18; CD10=33; CD11=67; CD12=105; CD13=33.,"June 16, 2006, November 3, 2006, March 9, 2007, June 15, 2007.",3,The Executive Committee met three times during 2005. Conference call meetings are making it easier for members to participate and are held between full Council meetings.,57,74,804,We continue to involve scholars as participants in our Horizons Speakers Bureau and our Teacher Institute summer seminars and teacher grants. Applicants for regrants are required to include humanities scholars in their projects. Scholars participate in our Literature and Medicine program. Our We The People projects have involved additional scholars.,Y,24,6,Y,8,25,Y,4,6,"The Council Membership Committee chair solicits nominations from the Council, staff, and interested public. The Membership Committee presents the slate of nominees to the full council for vote or with Executive Committee approval to the Governor for appointment.",3,25,2006,131,11,1,438,23,2,0,109,57,16,0,8,0,0,352,1,0,52,0,"Our website is very ""user friendly"" and promotes easy access to our forms and information about our programs. We subscribe to a linking mechanism which helps people find the site. Our mailing list database continues to expand with names of people who participated in our regrant, speakers bureau, and teacher programs.","Economically disadvantaged adults, 73 events/820 audience; the elderly, 47 events/2848 audience.",NJ
483,Y,"The NMHC makes this information available in a wide variety of formats to include quarterly newsletter mailings, printed brochures, flyers, informational folders, personal letters and visits, e-mails, facsimililes, receiptions, Governor Gallery events, ma","Mass mailings completed during the year include new requests for programs (RFPs) to include this year's ""What Does it Mean to Be a New Mexican?"", National History Day information, the NMHC Annual Fund and other targeted fund raising requests, other counci","Two of three regularly scheduled NMHC board meetings include a time on the agenda for a ""public meeting"" where comments, suggestions, and questions are entertained (the third meeting is a planning meeting usually held in a remote location).  The meetings",Y,Y,Four times a year but considering two times a year,New Mexico Humanities,Y,"The NMHC website carries all program information, application, Chautauqua forms and e-mail response options.  PSAs are broadcast from NPR affiliate radio stations.  The NMHC annually advertises in print, radio, and television formats.",17651,3049,82,1147,27093,4502,750,928,0,36555,0,10276,21005,0,11767,1565,0,65,0,"At the National Federation of State Humanities Councils conference in San Francisco in November of 2005, the New Mexico Humanities Council won the award for the Best Community Initiated Project Made Possible by Council Grant Making. The project, “Vietnam:",{},{},2005,2,2,N,Gov. Richardson appointed five members to NMHC in 12/2005.  One appointee declined to serve due to his re-engagement in the Main Street Pgm. Two appointees have attended meetings & participated in committee work. The other two have not communicated with N,"The NMHC staff regularly presents in statewide conferences to include the following organizations this year: the Historical Society of New Mexico, the Southwest Oral History Association, the New Mexico Heritage Preservation Alliance, and the Rural and Eco","In 2005 the NMHC Board voted to exclude current regrantees from applying every year. In the grant application under ""Other Regrant Considerations"": NMHC will consider funding an organization once every two years. All other cirteria being equal, preference","Save your on screen work and print a copy before going back up to the top of the page to ""Save Data"" as the user might be ""timed out"" in the middle of a response without warning. The end result is that all entries made after being timed out are invalidate",District One - 130 events District Two - 111 events District Three - 126 events,"July 28-29 and November 10-11, 2005.  The 2006 meeting schedule is determined at the winter meeting, but routinely occur in mid-March, mid-July, and late October or early November.",3,The NMHC Executive Committee meets before every regularly scheduled board meeting.  Other committees meet in between board meetings as warranted.  The teleconference format continues to be used with more regularity and is effective.,21,27,200,"As the NMHC Centennial of Statehood draws closer the NMHC has been more aggressive at recruiting new presenters and asking those currently involved to develop other New Mexico characters.  A ""cafeteria plan"" of programming options is developed for MoMS communities as a way to identify and promote new scholars in their communities.  The Centennial Community Meetings are ongoing with requests to identify new speakers and scholars made at each meeting.  The Historical Society of New Mexico, the State Historian, and the New Mexico Archives and Record Center have been approached for judges for National History Day.",Y,18,5,N,6,23,Y,3,6,"Applicants may self nominate or they can be nominated from the general public to include present and former board members. The Executive Committee, making use of adequate public notice and personal communications, will solicit from the public at large and from appropriate institutions, agencies, organizations, and public interest groups, the names of nominees for selection. Board members must live in the State of New Mexico. Interested individuals should also feel free to nominate themselves.",3,23,2006,195,22,4,9,7,11,1,2,0,37,0,6,1,0,127,3,0,2,0,"NMHC applied for a grant in 2005 to extend the reach of the Chautauqua Program into under-served Sr. Citizen Centers in Albuquerque and was awarded $6,000 to provide two programs each to the six centers identified.  The NMHC continues to conduct Centennial of Statwhood community meetings in rural or outlying communities.  Two meetings were held in 2005 with six more planned for 2006.",Sr. Citizen Centers - two programs - 44 people Rural Pop. - two meetings - 42 people,NM
484,Y,"Elected officials are added to the mailing list to receive newsletters, annual reports and program notices.  The Governor and U.S. Senators and Representatives are visited at least once a year. Grantees are provided with mailing labels and are asked to in","Program announcements, annual report, invitations to events.",Audience members are asked to complete evaluations at Nevada Humanities sponsored events.  Board members are encouraged to attend programs and interact with the audience.,Y,Y,3 times per year,Touchstone,Y,"Website, radio and TV public service announcements, press releases, presentations to service clubs and other organizations, grant writing workshops, posters, submissions to community calendars, e-mail to target groups.",11744,4015,3809119,55270,23931,1200,3991,3589,0,22586,0,35738,4580574,1,6932,50007,176000,105,0,"""Black Rock,"" a book published by the University of Nevada Press, was underwritten by a Nevada Humanities grant. This book was selected for the Association of American University Presses Design Awards, in the Trade Photography category.",{},{},2005,1,2,Y,Governor's appointees serve at the Governors pleasure.,{},{},{},Congressional District #1 - 933 events; Congressional District #2 - 999 events; Congressional District #3 - 563 events,"August 18-19, 2006; November 3-4, 2006; February 1-2, 2007; April 21-22, 2007",4,"Executive committe meetings, sub-committe meetings.",32,38,245,"Grant applicants must involve scholars in planning and implementation of projects; research & publication grants are designed specifically for scholars; scholars are well represented on the board of directors; scholars are used on advisory committees, as contributors to publications, and as project evaluators.",Y,19,4,Y,0,19,Y,0,6,"A call for nomination is published in the newsletter,""Touchstone;""  notices include selection criteria and responsibilities of board members",3,15,2006,165,42,763,480,7,1,11,133,0,70,0,32,750,1,84,335,48,4,0,"Networking with local government agencies and nonprofit cultural organizations; e-mailing target groups; placing newspapers ads and radio announcements; distributing brochures at project activities and in libraries, museums, and bookstores.","Rural areas were targeted by the MoMS traveling exhibit ""Between Fences."" At the end of 2005 Fallon and Gardnerville were the first two communities to host the exhibit in their respective museums. A total of 748 people saw the exhibit in the two communiti",NV
485,Y,"Personalized letters; customized stewardship reports; copies of all pertinent Council publications, including program brochures and general brochures; and personal meetings, as appropriate.","Grant guidelines; public program brochures, including pieces advertising an on-line calendar of events and Speakers in the Humanities program; postcards for calendar events; and education program information, including Reading Between the Lines for Adults","Grantees and Speakers event-hosting organizations are required to solicit feedback from attendees and to report back to the Council.  The Council solicits comments through our e-mail listserv, conversation with audience members at Council-funded or -run e",N,N,n/a,n/a,Y,E-mail announcements and marketing of our web site (www.nyhumanities.org); various list servs; press releases as needed to assist in raising awareness about the Council and its activities.,0,16904,106,94,656221,68800,365,2736,0,526403,0,8100,89000,0,8916,0,0,0,230212,{},{},{},2001,3,0,Y,"Part I, Section B, Questions 3 & 4:  Per Council By-laws, the number of gubernatorial appointees (6) is not tied to the number of board members.  The governor may appoint 6 directors; the board may not consist of more than 35 members or fewer than 3.  Now",n/a,n/a,"The Council is currently in the process of comprehensive strategic revisioning, guided by John Matthews, Vice President of the Federation of State Humanities Councils.  The Council expects this process to help increase our impact and presence across the S",District 1: 28; District 2: 6; District 3: 13; District 4: 7; District 5: 20; District 6: 7; District 7: 0; District 8: 60; District 9: 19; District 10: 7; District 11: 23; District 12: 10; District 13: 9; District 14: 150; District 15: 10; District 16: 0,"September 8, 2006 (confirmed); December 8, 2006 (confirmed); February 23, 2007 (tentative); May 18, 2007 (tentative)",4,"Standing committees meet in person or via conference call four times a year, and on an as-needed basis.  The Executive Committee meets four times per year, and on an as-needed basis.  The ad hoc Proposal Review Committee meets twice a year.",82,122,512,"We require grant applicants to include scholarly participants in projects supported by the Council.  Humanities scholars are central to all Council programs; e.g., Speakers in the Humanities, Reading Between the Lines for Adults, and the forthcoming children's discussion group.",Y,13,6,N,6,0,Y,3,6,"The Nominating & Governance Committee regularly identifies and recruits board members through: current and former board members and the Board of Advisors; scholars, educators and humanists; the Governor's appointments office and legislative leaders; the Council website; and nonprofit board placement services.  The Committee meets with prospective candidates, presents information on these individuals to the board, and submits their names for a vote.",3,35,2006,0,213,4,54,48,9,6,66,0,109,0,3,1,0,186,0,0,0,6,"We use our publications, web site, special programs and press releases to reach broader audiences.  State Humanities Month - an annual statewide festival held every October - is primarily designed to expand the Council's public outreach.  The Council held a week-long humanities celebration in Rochester, NY, to celebrate its 30th anniversary and to highlight our role and programs in Western New York.","Asian Americans: 14 events, 12,932 attendees; African Americans: 45 events, 4086 attendees; Senior Citizens: 163 events, 366,337 attendees; Families: 67 events, 489,584 attendees; Gays/Lesbians: 10 events, 805 attendees; General Public: 553 events, 782,32",NY
486,Y,"Elected officials receive OHC's newsletter, Pathways.  All grant recipients inform their representatives about grants and the officials are invited to attend programs.  Through participation in Humanities on the Hill federal officials receive compilations","The Council prepares a tabloid publication for the Ohio Chautauqua that is mailed to more than 14,000 people on its mailing list.  An additional 150,000 copies are distributed in the host communities, typically by insertion with that community's newspaper","Each grant applicant provides a description of how they will evaluate their programs, which includes a way for attendees to comment on the quality and relevance of the program.  Similarly, the Council distributes response forms at its own programs, e.g. C",Y,Y,Three to four times per year.,Pathways,Y,"As suggested in #4, the Council is increasingly making use of its website for communicating information about its programs.  A limited number of press releases are sent concerning grants and programs, but here too, using e-mail as a mechanism for distribution is becoming more common.",12074,62990,39908,101589,84131,3650,229281,3793,0,95773,8182,48728,52500,1,5465,42872,0,10110,4596,"Arts & Cultural Affairs Award presented by Ohio Public Broadcasting to WOSU-AM for ""Ohioana Authors"", 52 radio features celebrating Ohio’s rich literary and historical heritage and Ohio’s contribution to American culture through the written word.","Program of the Year Award presented by Ohio Public Broadcasting to WOSU-AM for ""Ohioana Authors"", 52 radio features celebrating Ohio’s rich literary and historical heritage and Ohio’s contribution to American culture through the written word.","Program of the Year Award presented by Ohio Public Broadcasting to WOSU-AM for ""Ohioana Authors"", 52 radio features celebrating Ohio’s rich literary and historical heritage and Ohio’s contribution to American culture through the written word.",2003,2,4,Y,"The nominating committee keeps an official notebook of names of candidates who have been nominated, including letters of nomination, resumes, and letters stating the nominee's interest in serving on council.  The committee reviews the names in light of th",{},{},{},Boehner - 70; Brown - 15; Chabot - 21; Gillmor - 60; Hobson - 14; Kaptur - 32; Kucinich - 8; LaTourette - 12; Ney - 27; Oxley - 13; Pryce - 84; Regula - 50; Ryan - 5; Schmidt - 11; Strickland - 79; Tiberi - 239; Tubbs Jones - 66; Turner - 55,"October 5-6, 2006; December 1, 2006; March 2, 2007; June 1, 2007",4,"The Executive Committee meets occasionally by conference call between council meetings.  Other committees meet either by conference call or in-person meetings as needed.  The Council has moved to one-day meetings, which appears to have increased attendanc",138,185,419,"We require grant applicants to involve humanities scholars in the planning, presentation, and evaluation of all projects.  During our annual humanities lecture program, the Ohio Forum, Ohioans are introduced to distinguished scholars.",Y,20,6,N,6,25,Y,3,6,"Nominations for council members come from the call for nominations advertised in OHC's newsletter, from contact with people who attend programs, and from council members who suggest nominees from their region of the state.",3,25,2006,103,86,57,282,77,3,26,24,0,35,5,4,1,1,72,77,0,4,4,"The Ohio Chautauqua, a partnership with Ohio State University's Humanities Institute, continues to be OHC's principal effort to reach large, diverse audiences directly.  Most occur in county seat communities and attract a diverse range of ages, from school age to senior citizen.","We tend to target rural communities with Ohio Chautauqua and last year we had 75 events, including youth and adult workshops, with an audience total of 7,683.",OH
